1556010828.2115853 , 0, 0
1556010828.2219377 , 0, 0
1556010828.2324562 , 0, 0
1556010828.242937 , 0, 0
1556010828.2533987 , 0, 0
1556010828.263783 , 0, 0
1556010828.2741108 , 0, 0
1556010828.2845862 , 0, 0
1556010828.295355 , 0, 0
1556010828.3060865 , 0, 0
1556010828.316703 , 0, 0
1556010828.3272054 , 0, 0
1556010828.337629 , 0, 0
1556010828.348462 , 0, 0
1556010828.359172 , 0, 0
1556010828.3696234 , 0, 0
1556010828.3800218 , 0, 0
1556010828.3904614 , 0, 0
1556010828.4008706 , 0, 0
1556010828.4112103 , 0, 0
1556010828.4213789 , 0, 0
1556010828.4317024 , 0, 0
1556010828.4420135 , 0, 0
1556010828.452192 , 0, 0
1556010828.4625137 , 0, 0
1556010828.4728346 , 0, 0
1556010828.4829967 , 0, 0
1556010828.4933236 , 0, 0
1556010828.5036316 , 0, 0
1556010828.5137928 , 0, 0
1556010828.5241296 , 0, 0
1556010828.5344536 , 0, 0
1556010828.5446157 , 0, 0
1556010828.5549338 , 0, 0
1556010828.5652485 , 0, 0
1556010828.575417 , 0, 0
1556010828.5857198 , 0, 0
1556010828.5960417 , 0, 0
1556010828.6062088 , 0, 0
1556010828.616515 , 0, 0
1556010828.6268353 , 0, 0
1556010828.6369984 , 0, 0
1556010828.6473234 , 0, 0
1556010828.6576498 , 0, 0
1556010828.6678162 , 0, 0
1556010828.6781423 , 0, 0
1556010828.688476 , 0, 0
1556010828.6986384 , 0, 0
1556010828.7089555 , 0, 0
1556010828.7192652 , 0, 0
1556010828.729443 , 0, 0
1556010828.7397645 , 0, 0
1556010828.7500935 , 0, 0
1556010828.76031 , 0, 0
1556010828.7706308 , 0, 0
1556010828.780939 , 0, 0
1556010828.7911015 , 0, 0
1556010828.8014145 , 0, 0
1556010828.8117425 , 0, 0
1556010828.82191 , 0, 0
1556010828.8322244 , 0, 0
1556010828.8425333 , 0, 0
1556010828.8526938 , 0, 0
1556010828.8630033 , 0, 0
1556010828.8733318 , 0, 0
