1556096746.6814384 , 0, 0
1556096746.691651 , 0, 0
1556096746.7019854 , 0, 0
1556096746.7122674 , 0, 0
1556096746.7305462 , 0, 0
1556096746.7412534 , 0, 0
1556096746.7519312 , 0, 0
1556096746.7625237 , 0, 0
1556096746.7730834 , 0, 0
1556096746.7838912 , 0, 0
1556096746.7946317 , 0, 0
1556096746.805319 , 0, 0
1556096746.8158295 , 0, 0
1556096746.8266952 , 0, 0
1556096746.837304 , 0, 0
1556096746.8481612 , 0, 0
1556096746.8588247 , 0, 0
1556096746.8695903 , 0, 0
1556096746.8800251 , 0, 0
1556096746.891036 , 0, 0
1556096746.9055088 , 0, 0
1556096746.916491 , 0, 0
1556096746.9275305 , 0, 0
1556096746.9380963 , 0, 0
1556096746.9490001 , 0, 0
1556096746.9596934 , 0, 0
1556096746.970704 , 0, 0
1556096746.9812279 , 0, 0
1556096746.9918256 , 0, 0
1556096747.0025225 , 0, 0
1556096747.0130892 , 0, 0
1556096747.0239432 , 0, 0
1556096747.0346732 , 0, 0
1556096747.0453203 , 0, 0
1556096747.055819 , 0, 0
1556096747.0665503 , 0, 0
1556096747.077232 , 0, 0
1556096747.0881855 , 0, 0
1556096747.0991395 , 0, 0
1556096747.1098316 , 0, 0
1556096747.1206555 , 0, 0
1556096747.1312878 , 0, 0
1556096747.1419384 , 0, 0
1556096747.1526005 , 0, 0
1556096747.163366 , 0, 0
1556096747.1742332 , 0, 0
1556096747.184992 , 0, 0
1556096747.1956487 , 0, 0
1556096747.2061763 , 0, 0
1556096747.2169771 , 0, 0
1556096747.2276926 , 0, 0
1556096747.2386284 , 0, 0
1556096747.2495317 , 0, 0
1556096747.2600145 , 0, 0
1556096747.2709765 , 0, 0
1556096747.2815895 , 0, 0
1556096747.2922256 , 0, 0
1556096747.302836 , 0, 0
1556096747.3133004 , 0, 0
1556096747.3240693 , 0, 0
1556096747.334784 , 0, 0
1556096747.3456647 , 0, 0
1556096747.3565702 , 0, 0
1556096747.3673143 , 0, 0
1556096747.3779833 , 0, 0
1556096747.3884952 , 0, 0
1556096747.3991086 , 0, 0
1556096747.4097543 , 0, 0
1556096747.4203684 , 1, 0
1556096747.431089 , 1, 0
1556096747.4418075 , 1, 0
1556096747.4527552 , 1, 0
1556096747.4636421 , 1, 0
1556096747.4741144 , 1, 0
1556096747.485008 , 1, 0
1556096747.4959664 , 1, 0
1556096747.506657 , 1, 0
1556096747.5173664 , 1, 0
1556096747.5282025 , 1, 0
1556096747.538932 , 1, 0
1556096747.5495436 , 1, 0
1556096747.5600557 , 1, 0
1556096747.5706403 , 1, 0
1556096747.5812163 , 1, 0
1556096747.5917337 , 1, 0
1556096747.6024294 , 1, 0
1556096747.613034 , 1, 0
1556096747.6238573 , 1, 0
1556096747.6346803 , 1, 0
1556096747.6454327 , 1, 0
1556096747.6563506 , 1, 0
1556096747.667388 , 1, 0
1556096747.6779227 , 1, 0
1556096747.6887789 , 1, 0
1556096747.6998048 , 1, 0
1556096747.7105682 , 1, 0
1556096747.7211163 , 1, 0
